행정동_코드,행정동_명,lat,lng,영역_면적,피해건수,score
11305534,삼양동,37.623803893509800,127.01492989664500,924092,0.0,0.0
11305535,미아동,37.62864018743250,127.02638390140900,841204,228.0,271.04008064631200
11305545,송중동,37.617673512388600,127.0329835271580,1075796,0.0,0.0
11305555,송천동,37.61818905650260,127.02490771890900,929913,18.0,19.35664949301710
11305575,삼각산동,37.61716340159420,127.01652563113800,621911,0.0,0.0
11305595,번1동,37.63755892469420,127.03061306222800,627036,0.0,0.0
11305603,번2동,37.62948494887260,127.0347446719470,974298,0.0,0.0
11305608,번3동,37.62368917919010,127.04218425533900,1081177,0.0,0.0
11215840,자양3동,37.53136850519800,127.07101606905600,1196419,0.0,0.0
11215847,자양4동,37.53375136428940,127.06361893678400,1180023,0.0,0.0
11215850,구의1동,37.5415038189961,127.08598440880400,565313,0.0,0.0
11215860,구의2동,37.5511016720589,127.09485639020200,1388041,0.0,0.0
11215870,구의3동,37.536956490128900,127.0942274848410,1027561,0.0,0.0
11230536,용신동,37.57556132503960,127.03245552682600,1618399,0.0,0.0
11230545,제기동,37.58374995175630,127.03722548288200,1181705,78.0,66.00632137462400
11230560,전농1동,37.57922183565490,127.05095551957600,1126695,0.0,0.0
11230570,전농2동,37.58069463875390,127.06112292051300,977568,0.0,0.0
11230600,답십리1동,37.571274662047000,127.05187832254200,788242,0.0,0.0
11230610,답십리2동,37.570783745453,127.06103558265600,875745,0.0,0.0
11230650,장안1동,37.566238618582000,127.06852502978800,1342167,0.0,0.0
11230660,장안2동,37.575642892297,127.07207692830500,996640,0.0,0.0
11230705,청량리동,37.58883777323810,127.04521030083600,1204398,423.0,351.2128050694210
11305615,수유1동,37.629732905721500,127.01001447423800,1649963,0.0,0.0
11305625,수유2동,37.64541789161530,127.019364631901,581617,0.0,0.0
11305635,수유3동,37.64049777793630,127.0234422357560,745645,0.0,0.0
11305645,우이동,37.66034876374320,127.00048732938100,10587752,26.0,2.455667643140870
11305660,인수동,37.63740066563140,127.00354621327500,2998011,0.0,0.0
11320511,창1동,37.647087273938100,127.0435459008090,1122171,0.0,0.0
11170510,후암동,37.54990381408420,126.98061483959800,865892,27.0,31.181717812383100
11170520,용산2가동,37.537912160148900,126.98507593025200,1966853,0.0,0.0
11170530,남영동,37.544028208171100,126.97482276913400,1177788,12.0,10.188590816004200
11170555,청파동,37.54758518372210,126.9668436893750,886225,0.0,0.0
11170560,원효로1동,37.537493906721400,126.96655397782300,589017,0.0,0.0
11170570,원효로2동,37.53384903090400,126.95245827364500,708975,0.0,0.0
11170580,효창동,37.542808082601300,126.96093915346600,446197,11.0,24.652787894136400
11170590,용문동,37.537977894354500,126.95850901385700,277531,27.0,97.28642926375790
11170625,한강로동,37.52912416764970,126.96859411957000,2869816,0.0,0.0
11170630,이촌1동,37.51517744414730,126.9717558041160,2872767,0.0,0.0
11170640,이촌2동,37.52285750115800,126.95420736020800,1205543,0.0,0.0
11170650,이태원1동,37.53336285660900,126.99324554326000,582899,0.0,0.0
11170660,이태원2동,37.54176010616270,126.9920566827960,874243,0.0,0.0
11170685,한남동,37.5375255598216,127.00517078444400,3031897,99.0,32.65282428789630
11170690,서빙고동,37.51963125792500,126.98891431424900,2821948,8.0,2.8349211254069900
11170700,보광동,37.52688484537800,127.0009050415570,715096,18.0,25.171445512210900
11200520,왕십리2동,37.56145293830570,127.02772969813600,372425,0.0,0.0
11200535,왕십리도선동,37.56684945211880,127.02959934343100,710285,0.0,0.0
11200540,마장동,37.56741380833120,127.0406017762260,1035276,35.0,33.80740981148990
11200550,사근동,37.55812278899820,127.04539545602,1169216,19.0,16.250205265750700
11200560,행당1동,37.55909004189770,127.0361719656750,573566,0.0,0.0
11200570,행당2동,37.5566771867754,127.02965190700300,457669,0.0,0.0
11200580,응봉동,37.55088267778020,127.0337236035600,553662,29.0,52.37852697132910
11200590,금호1가동,37.55358784630580,127.02497673950800,444872,0.0,0.0
11200615,금호2?3가동,37.5513993732278,127.01997401737100,631196,0.0,0.0
11200620,금호4가동,37.54538892972040,127.02415926514700,832333,0.0,0.0
11200645,옥수동,37.540848569825300,127.02058221940500,1922027,52.0,27.05477082267840
11200650,성수1가1동,37.540788741076500,127.0422619717800,1885875,0.0,0.0
11200660,성수1가2동,37.5490143598074,127.0436472117350,930086,0.0,0.0
11200670,성수2가1동,37.53635043227750,127.05530502567500,1184964,0.0,0.0
11200690,성수2가3동,37.54556632538990,127.05808421418700,1054501,0.0,0.0
11200720,송정동,37.55150820919660,127.06697246477100,681916,426.0,624.7103748848830
11200790,용답동,37.55891941552390,127.0574720957510,2377148,44.0,18.509575339861000
11215710,화양동,37.54326926538940,127.07339229383000,1166008,133.0,114.06439749984600
11215730,군자동,37.5530449035526,127.0737074372350,738025,59.0,79.9430913586938
11215740,중곡1동,37.56209737181450,127.07768909152700,614505,0.0,0.0
11215750,중곡2동,37.55891211949290,127.08457835917300,545542,0.0,0.0
11215760,중곡3동,37.5679148770036,127.08201907488200,601866,0.0,0.0
11215770,중곡4동,37.563878096235800,127.09449907328500,2313468,0.0,0.0
11215780,능동,37.55058887039530,127.08178506993100,1092105,143.0,130.93979058790100
11215810,광장동,37.54782272294700,127.10470862656300,2393761,59.0,24.647406320012700
11215820,자양1동,37.53558814490070,127.08045622273300,568868,0.0,0.0
11215830,자양2동,37.52909935606440,127.0827458629590,1657523,0.0,0.0
11230710,회기동,37.593718569706800,127.05150891260800,766917,60.0,78.23532403115330
11230720,휘경1동,37.59195627228880,127.06260410145000,521796,0.0,0.0
11230730,휘경2동,37.58663866455320,127.06582643327600,1113609,0.0,0.0
11230740,이문1동,37.59737235630450,127.06044581582500,1039602,0.0,0.0
11230750,이문2동,37.60284654638690,127.06751673938800,723890,0.0,0.0
11260520,면목2동,37.58928928012040,127.07784189317400,763122,0.0,0.0
11260540,면목4동,37.5736157956914,127.08537607090600,843466,0.0,0.0
11260550,면목5동,37.582522137682300,127.0788764183160,704936,0.0,0.0
11260565,면목본동,37.58831704664330,127.08937831220700,849019,0.0,0.0
11260570,면목7동,37.57714209472520,127.0927950997120,1236134,0.0,0.0
11260575,면목3?8동,37.58448970223220,127.09835186573700,1614117,0.0,0.0
11260580,상봉1동,37.601723750827200,127.08943964601400,854219,0.0,0.0
11260590,상봉2동,37.59432158968160,127.08401828830500,677445,0.0,0.0
11260600,중화1동,37.60259335216250,127.08307633450100,641493,0.0,0.0
11260610,중화2동,37.59918398617630,127.07503253581200,1016955,0.0,0.0
11260620,묵1동,37.61372996106670,127.08253374020200,1238436,0.0,0.0
11260630,묵2동,37.61082503349900,127.07462517776800,669204,0.0,0.0
11260655,망우본동,37.60213219711100,127.107445930793,2948109,0.0,0.0
11260660,망우3동,37.59188302898040,127.10283411874100,962561,0.0,0.0
11260680,신내1동,37.616473193912,127.11042279893700,2606949,0.0,0.0
11260690,신내2동,37.61098427331460,127.09159130021000,911281,0.0,0.0
11290525,성북동,37.5966849155429,126.99413438628200,2879912,35.0,12.153149124001000
11290555,삼선동,37.58655732942990,127.01170699375600,926227,0.0,0.0
11320681,쌍문4동,37.65542548189620,127.03041641107400,554868,0.0,0.0
11320690,방학1동,37.66504387415010,127.0434770512700,1040857,0.0,0.0
11320700,방학2동,37.66918285777330,127.03268894171400,1092814,0.0,0.0
11320710,방학3동,37.66319351247470,127.02356270788500,1951026,0.0,0.0
11350560,월계1동,37.62188938530010,127.0582341631990,1107461,0.0,0.0
11350570,월계2동,37.63397483256620,127.05129877305700,2004785,0.0,0.0
11350580,월계3동,37.62441777008030,127.0647382826750,1168283,0.0,0.0
11350595,공릉1동,37.62421500596220,127.07255425519500,1263261,0.0,0.0
11350600,공릉2동,37.63162374762950,127.09431289674900,6983449,0.0,0.0
11350611,하계1동,37.63851207605810,127.07507206853400,1527061,0.0,0.0
11350612,하계2동,37.63504928301640,127.06496276368700,500023,0.0,0.0
11350619,중계본동,37.648631663122600,127.08601711008200,2183234,0.0,0.0
11350621,중계1동,37.650144641816800,127.0737013104590,623451,0.0,0.0
11350624,중계4동,37.65936486322480,127.0825162344980,1519449,0.0,0.0
11350665,상계3?4동,37.67577951652710,127.08422341168600,5211708,0.0,0.0
11350670,상계5동,37.66601318533670,127.06999941345400,906891,0.0,0.0
11350695,상계6?7동,37.64866573181640,127.06010209231600,1450295,0.0,0.0
11350700,상계8동,37.666526368099400,127.05350866498600,666348,0.0,0.0
11350710,상계9동,37.6676032920724,127.06218021049600,719445,0.0,0.0
11350720,상계10동,37.65972164663480,127.05838836607500,809214,0.0,0.0
11380510,녹번동,37.605307427951600,126.93457613990900,1794215,108.0,60.19345507645410
11380520,불광1동,37.616869307390200,126.93865492691000,3124927,0.0,0.0
11380530,불광2동,37.62427884144320,126.92870306420300,1396089,0.0,0.0
11380551,갈현1동,37.62519759123380,126.91473488632800,961071,0.0,0.0
11380552,갈현2동,37.61797901394690,126.91245511588500,985165,0.0,0.0
11380560,구산동,37.611064504480800,126.90731000319300,1389775,121.0,87.06445287906320
11380570,대조동,37.61225618022570,126.92315350861100,851692,73.0,85.71173616753480
11380580,응암1동,37.59834737843490,126.92706321251200,1109863,0.0,0.0
11380590,응암2동,37.59209184653540,126.92289117509000,755247,0.0,0.0
11380600,응암3동,37.58892575451910,126.91755026855200,752773,0.0,0.0
11380625,역촌동,37.60457388799250,126.91462253445100,1157542,106.0,91.57335111814520
11380631,신사1동,37.59913633076470,126.90850249307400,808314,0.0,0.0
11380632,신사2동,37.5928546153916,126.90620029351600,1046222,0.0,0.0
11380640,증산동,37.58413280264270,126.90593951784900,807409,40.0,49.54118668481530
11380650,수색동,37.58559178366750,126.89453653524300,1290258,19.0,14.725737023138000
11380690,진관동,37.63968184534140,126.93782040730500,11565110,118.0,10.203102261889400
11410520,천연동,37.57132315392150,126.95665672530500,982817,5.0,5.087417087820010
11410555,북아현동,37.55929424518770,126.95502259620300,458945,45.0,98.05096471254730
11410565,충현동,37.5639445956383,126.95831351907600,1116001,0.0,0.0
11410585,신촌동,37.564072647477900,126.94157317998900,2720364,107.0,39.33297161703360
11410615,연희동,37.572230995998300,126.9327939053260,2929172,225.0,76.81351590142200
11410620,홍제1동,37.58340031222400,126.94432054000100,1235632,0.0,0.0
11410640,홍제3동,37.59239548091940,126.95173035658200,1192508,0.0,0.0
11410655,홍제2동,37.584385976342800,126.95251672697700,699978,0.0,0.0
11410660,홍은1동,37.60054737302960,126.9468896728920,1615140,0.0,0.0
11410685,홍은2동,37.58716909584780,126.93213511532500,2075085,0.0,0.0
11410690,남가좌1동,37.5718149913034,126.9162786769140,475536,0.0,0.0
11410700,남가좌2동,37.577927216905500,126.92134352287900,783775,0.0,0.0
11410710,북가좌1동,37.57541288721550,126.90810135396300,577979,0.0,0.0
11410720,북가좌2동,37.58117419706540,126.9133360002850,824866,0.0,0.0
11440555,아현동,37.55183308979030,126.95272977223200,744328,415.0,557.5498973570790
11440565,공덕동,37.54932127827430,126.95794822293400,1019197,85.0,83.39898959671190
11440585,도화동,37.53864095643600,126.94910605234000,625018,290.0,463.9866371848490
11350625,중계2?3동,37.64343693097220,127.06589918224600,919083,0.0,0.0
11350630,상계1동,37.683386860842300,127.06511826338300,5402614,0.0,0.0
11350640,상계2동,37.65665367440120,127.0671007928890,623125,0.0,0.0
11440700,망원2동,37.55899031399900,126.90017638433800,676411,0.0,0.0
11440710,연남동,37.563015878489500,126.92154029818900,647438,44.0,67.96017533725240
11440720,성산1동,37.56199991897570,126.91184156004200,859254,0.0,0.0
11440730,성산2동,37.56832613063580,126.90196369222000,1978724,0.0,0.0
11440740,상암동,37.57072942215390,126.87989855888400,8402415,141.0,16.780889779902600
11470510,목1동,37.52752088177440,126.8744357571100,1433111,0.0,0.0
11470520,목2동,37.54363060277920,126.87428427264100,1021355,0.0,0.0
11470530,목3동,37.54517069417380,126.86554590848500,531850,0.0,0.0
11320512,창2동,37.642512582863000,127.0367675730780,654442,0.0,0.0
11320513,창3동,37.63729423171840,127.0417274267320,655485,0.0,0.0
11320514,창4동,37.65271546809180,127.0509150393000,1140172,0.0,0.0
11320515,창5동,37.655367583048800,127.04279145964300,701480,0.0,0.0
11320521,도봉1동,37.68532087610570,127.02680076230400,8451468,0.0,0.0
11320522,도봉2동,37.68125086263300,127.04770365637500,1119031,0.0,0.0
11320660,쌍문1동,37.65306721503060,127.01951393584600,1175774,0.0,0.0
11320670,쌍문2동,37.65710846171440,127.03692209518700,541193,0.0,0.0
11320680,쌍문3동,37.64765896613050,127.03058321327200,504805,0.0,0.0
11500550,화곡2동,37.532264149877700,126.85437971009900,454621,0.0,0.0
11500604,가양2동,37.566772338493500,126.85435783656100,823874,0.0,0.0
11470540,목4동,37.53535139766360,126.86695519731300,577493,0.0,0.0
11470550,목5동,37.53605001799940,126.879886311553,1766361,0.0,0.0
11470560,신월1동,37.53126487272670,126.83449222083600,622400,0.0,0.0
11470570,신월2동,37.52342414120450,126.846331090338,606811,0.0,0.0
11470580,신월3동,37.5324441338088,126.82746371641100,918039,0.0,0.0
11470590,신월4동,37.522154130799000,126.83985175060200,469873,0.0,0.0
11470600,신월5동,37.54089837345780,126.82943569861500,638302,0.0,0.0
11470610,신월6동,37.515985373747100,126.84216114046100,444286,0.0,0.0
11470611,신월7동,37.51905079452030,126.83060531087300,1230628,0.0,0.0
11470620,신정1동,37.51890869706330,126.85966565751400,747568,0.0,0.0
11470630,신정2동,37.519403228693900,126.87478871746400,525899,0.0,0.0
11470640,신정3동,37.51180329044340,126.8410954280890,2756536,0.0,0.0
11500560,화곡3동,37.54399573251720,126.83430566241300,521858,0.0,0.0
11500570,화곡4동,37.53608050018330,126.85859256040100,852049,0.0,0.0
11500590,화곡본동,37.54263577210750,126.84811344518900,972735,0.0,0.0
11500591,화곡6동,37.551721800346800,126.85122975169100,1037911,0.0,0.0
11500593,화곡8동,37.53426633689340,126.84877532554400,593322,0.0,0.0
11500603,가양1동,37.57165686791530,126.83469719178300,4970691,0.0,0.0
11440590,용강동,37.54152999419630,126.94221311320200,790602,68.0,86.01040725927840
11440600,대흥동,37.552053322483800,126.94152597994800,858570,115.0,133.94365048860300
11440610,염리동,37.54987575053770,126.94758200437400,491468,24.0,48.83329128244360
11440630,신수동,37.54565270960970,126.9347980470560,797879,38.0,47.626269146073500
11440655,서강동,37.54672873951290,126.92602719784000,1478577,0.0,0.0
11440660,서교동,37.55474432506860,126.92093784068000,1678981,122.0,72.6631212622418
11440680,합정동,37.546960085753600,126.90896236646500,1712389,119.0,69.49355549469190
11440690,망원1동,37.55362001265410,126.8997534997000,1101005,0.0,0.0
11470650,신정4동,37.52541147992760,126.85761717556300,997144,0.0,0.0
11470670,신정6동,37.515883893266700,126.86977235769900,940885,0.0,0.0
11470680,신정7동,37.50987831468800,126.86540565002200,1234130,0.0,0.0
11500510,염창동,37.55453902900820,126.8718101199860,1732856,62.0,35.77908377845590
11500520,등촌1동,37.5558586260921,126.85960771313400,650741,0.0,0.0
11650600,방배1동,37.48487992592320,126.99625748803600,689244,0.0,0.0
11650610,방배2동,37.4653999687126,126.99344382591000,1904030,0.0,0.0
11650620,방배3동,37.47437419914070,126.99791986162600,2375134,0.0,0.0
11650621,방배4동,37.489835184939200,126.99097667124700,949527,0.0,0.0
11650651,양재1동,37.46949760980860,127.0224956870400,5765358,0.0,0.0
11650652,양재2동,37.45114628839230,127.04574888856500,7562268,0.0,0.0
11650660,내곡동,37.45585534760790,127.07062814160900,12708880,81.0,6.373496326977670
11680510,신사동,37.52608123258470,127.02018221011000,2059234,287.0,139.37221316275900
11530770,오류1동,37.49686537587970,126.84164727524200,727414,0.0,0.0
11530780,오류2동,37.48530113183160,126.83844926710200,3061018,0.0,0.0
11530790,수궁동,37.49843816768310,126.82601531115800,2661352,0.0,0.0
11530800,항동,37.481037633340600,126.82459717918100,1446941,28.0,19.351169121615900
11545510,가산동,37.47665969748200,126.88379136072000,2512852,282.0,112.22308357197300
11545610,독산1동,37.46430607365220,126.89249163153200,2061921,0.0,0.0
11545620,독산2동,37.463945532589700,126.90273314117300,617174,0.0,0.0
11545630,독산3동,37.47578633583590,126.90460578412600,934985,0.0,0.0
11545640,독산4동,37.46917250828420,126.904094190848,591045,0.0,0.0
11545670,시흥1동,37.45241042141480,126.90014866846400,1524148,0.0,0.0
11545680,시흥2동,37.450902696208900,126.9198266936060,1308882,0.0,0.0
11545690,시흥3동,37.44008033489760,126.90599582012100,1261391,0.0,0.0
11545700,시흥4동,37.46006739908840,126.90930517370300,821709,0.0,0.0
11545710,시흥5동,37.44746453361470,126.91236037124500,1386972,0.0,0.0
11560515,영등포본동,37.51367754120800,126.90953442700900,846370,0.0,0.0
11560535,영등포동,37.52159586265850,126.90760179056500,1372094,54.0,39.355904187322400
11560540,여의동,37.528503008419,126.92846623759700,8437543,19.0,2.2518403758060800
11560550,당산1동,37.52390248030470,126.8967841339900,745305,0.0,0.0
11560560,당산2동,37.53410656554910,126.902370554983,1581310,0.0,0.0
11560585,도림동,37.50911124604310,126.90055953404400,585885,67.0,114.35691304607600
11560605,문래동,37.51652713723460,126.89105938739400,1786708,0.0,0.0
11560610,양평1동,37.52546099340310,126.88671359553400,974912,0.0,0.0
11560620,양평2동,37.54350267668600,126.8905901573040,2874596,0.0,0.0
11560630,신길1동,37.51243234306480,126.91947815339400,722925,0.0,0.0
11560650,신길3동,37.50624131847010,126.90577720449900,520083,0.0,0.0
11560660,신길4동,37.50723791646710,126.91293521370700,292127,0.0,0.0
11560670,신길5동,37.50096121617550,126.90551242131000,494653,0.0,0.0
11560680,신길6동,37.49902115324460,126.9134875775260,653511,0.0,0.0
11560690,신길7동,37.50598124809880,126.91962080109200,642487,0.0,0.0
11560700,대림1동,37.493680848732700,126.90521627760400,498978,0.0,0.0
11560710,대림2동,37.48962244423950,126.90050622284800,572540,0.0,0.0
11560720,대림3동,37.49999916114730,126.89714500493700,921696,0.0,0.0
11590510,노량진1동,37.51223251814660,126.94895432735000,1613446,0.0,0.0
11590520,노량진2동,37.51095676265950,126.93781424178600,600568,0.0,0.0
11590530,상도1동,37.498385877158800,126.95332891920600,1488648,35.0,23.51126659895420
11590540,상도2동,37.5037057161782,126.94182382625200,772865,0.0,0.0
11590550,상도3동,37.497565150649700,126.93292872734800,637199,0.0,0.0
11590560,상도4동,37.49742513371460,126.94067522441900,939562,0.0,0.0
11590605,흑석동,37.50542591563830,126.96223664344200,1708306,140.0,81.95253075268720
11590620,사당1동,37.47978714539720,126.97751253465700,635172,0.0,0.0
11590630,사당2동,37.49719407571350,126.97482719240700,2763201,0.0,0.0
11590640,사당3동,37.48875075469880,126.97097424833200,907684,0.0,0.0
11590650,사당4동,37.48054251560180,126.97076260910700,436148,0.0,0.0
11590651,사당5동,37.48580282784390,126.96496015994500,682199,0.0,0.0
11590660,대방동,37.506905705491000,126.92804576078900,1544903,175.0,113.27572022321100
11590670,신대방1동,37.48998196011980,126.91067114142400,675281,0.0,0.0
11590680,신대방2동,37.49455788435130,126.92169112647900,977033,0.0,0.0
11620525,보라매동,37.490392972232200,126.9326411454980,750225,0.0,0.0
11620545,청림동,37.48955828055500,126.95948563044100,297155,8.0,26.921976746142600
11620565,성현동,37.48954607668510,126.95105032779000,678223,0.0,0.0
11620575,행운동,37.48097203245600,126.9605530395310,718235,0.0,0.0
11620585,낙성대동,37.46769090763350,126.959847861211,2262818,0.0,0.0
11620595,청룡동,37.47805593186480,126.94581200028100,1195604,33.0,27.60111207389740
11620605,은천동,37.48700118580530,126.9420968434690,776212,0.0,0.0
11620615,중앙동,37.48414887531800,126.95065811919100,384728,213.0,553.6378948243950
11620625,인헌동,37.46970252971940,126.96755638312800,1089078,0.0,0.0
11620630,남현동,37.464109612444200,126.9777659090890,3281024,52.0,15.848710646432300
11620645,서원동,37.48059940305610,126.93332829985900,647532,0.0,0.0
11620655,신원동,37.479397081397700,126.92661369063300,544977,54.0,99.08675045001900
11620665,서림동,37.47286405812280,126.94149728796600,941252,0.0,0.0
11620685,신사동,37.48582505042900,126.91862478687300,641031,287.0,447.7162570920910
11620695,신림동,37.48713708947790,126.92717147097000,541240,637.0,1176.9270563890300
11620715,난향동,37.46150672535610,126.91852681304200,821397,0.0,0.0
11620725,조원동,37.48282539513200,126.90734428329300,666607,109.0,163.5146345597930
11620735,대학동,37.45290991716120,126.94851999048200,8405183,0.0,0.0
11620745,삼성동,37.46084738317160,126.9300905593060,2604386,689.0,264.553718227636
11620765,미성동,37.475929758906700,126.91547002444900,1359429,0.0,0.0
11620775,난곡동,37.47063574010430,126.92113955771800,972373,0.0,0.0
11650510,서초1동,37.48693257364960,127.02010383171100,1382685,0.0,0.0
11500605,가양3동,37.56079786970290,126.86111507604800,474228,0.0,0.0
11500611,발산1동,37.55050591840840,126.8252606243120,2887669,0.0,0.0
11500615,우장산동,37.550609421333800,126.8411262444880,1261588,0.0,0.0
11500620,공항동,37.55581753376040,126.79462340376400,10861768,50.0,4.603302151178340
11500630,방화1동,37.56860431514870,126.81757781779200,1475606,0.0,0.0
11500640,방화2동,37.58271016973060,126.80402559812000,6157541,0.0,0.0
11500641,방화3동,37.5821192354174,126.8175901318190,2558908,0.0,0.0
11530510,신도림동,37.51003138664780,126.882178799532,1392788,93.0,66.77254542687040
11530520,구로1동,37.493139588613700,126.8753979707310,1008892,0.0,0.0
11530530,구로2동,37.496874432896400,126.87991515923400,1703350,0.0,0.0
11530540,구로3동,37.48486929351600,126.89491572157200,1040120,0.0,0.0
11530550,구로4동,37.49160463784750,126.89030405609400,524507,0.0,0.0
11530560,구로5동,37.50199159469520,126.88854723628800,1012473,0.0,0.0
11530595,가리봉동,37.48269156337730,126.88805581859000,410996,36.0,87.59209335370660
11530720,고척1동,37.50070413514470,126.8637031420370,1151238,0.0,0.0
11530730,고척2동,37.50589068275930,126.85346961648200,1025572,0.0,0.0
11530740,개봉1동,37.50000165460350,126.84912717835900,1320319,0.0,0.0
11530750,개봉2동,37.4925685083559,126.85648091405700,782524,0.0,0.0
11530760,개봉3동,37.48653551692020,126.85221843930300,828418,0.0,0.0
11500530,등촌2동,37.54584002476170,126.86002255940200,910666,0.0,0.0
11500535,등촌3동,37.56120284670090,126.84619694088200,1060362,0.0,0.0
11500540,화곡1동,37.53377849250590,126.8409243599760,1197746,0.0,0.0
11650540,잠원동,37.51708125203910,127.01273679325400,1756867,171.0,97.33235355892050
11650550,반포본동,37.50421493946560,126.98755944235900,972536,0.0,0.0
11650560,반포1동,37.50552987327870,127.01676111796100,992368,0.0,0.0
11650570,반포2동,37.50722488308,126.99596231145500,1396031,0.0,0.0
11650580,반포3동,37.51232457119950,127.00398140914200,1251708,0.0,0.0
11650581,반포4동,37.49954833655950,127.00335874152400,1427141,0.0,0.0
11650590,방배본동,37.49505172455020,126.98773058570700,677510,0.0,0.0
11710562,방이2동,37.51324281621260,127.1138900366650,769841,0.0,0.0
11710566,오륜동,37.51742613125330,127.12883899753000,3085088,2.0,0.6482797249219470
11710570,오금동,37.50400442081410,127.134018326619,1648868,91.0,55.189378409915200
11710580,송파1동,37.50718240617840,127.11036340656300,686925,0.0,0.0
11680521,논현1동,37.51187116329980,127.02650109404800,1258744,0.0,0.0
11680531,논현2동,37.51523834181580,127.03620734636500,1458524,0.0,0.0
11680545,압구정동,37.52975405970080,127.03431370176700,2345057,78.0,33.261451640621100
11680565,청담동,37.524396311018000,127.05046570173900,2329217,155.0,66.54596802273040
11680580,삼성1동,37.51530032427760,127.06079807607500,1944629,0.0,0.0
11680590,삼성2동,37.51185505709330,127.04877195494700,1242271,0.0,0.0
11680600,대치1동,37.49336170843880,127.05909540225700,809823,0.0,0.0
11680610,대치2동,37.50098976619120,127.06566069711200,1837367,0.0,0.0
11710520,풍납2동,37.530169019198900,127.10816850458900,2564554,0.0,0.0
11710531,거여1동,37.49475094645480,127.14186096238500,522308,0.0,0.0
11710532,거여2동,37.49212110872780,127.14830141427700,612901,0.0,0.0
