행정동_코드,행정동_명,lat,lng,영역_면적
11305645,우이동,37.66034876374321,127.00048732938123,10587752
11305660,인수동,37.63740066563135,127.00354621327511,2998011
11320511,창1동,37.647087273938055,127.0435459008094,1122171
11170510,후암동,37.54990381408421,126.98061483959789,865892
11170520,용산2가동,37.537912160148856,126.98507593025205,1966853
11170530,남영동,37.544028208171056,126.97482276913377,1177788
11170555,청파동,37.54758518372214,126.9668436893749,886225
11170560,원효로1동,37.537493906721416,126.96655397782294,589017
11170570,원효로2동,37.53384903090399,126.95245827364532,708975
11170580,효창동,37.542808082601326,126.96093915346631,446197
11170590,용문동,37.537977894354526,126.95850901385698,277531
11170625,한강로동,37.529124167649734,126.96859411957044,2869816
11170630,이촌1동,37.51517744414727,126.97175580411621,2872767
11170640,이촌2동,37.52285750115803,126.95420736020796,1205543
11170650,이태원1동,37.53336285660899,126.99324554325973,582899
11170660,이태원2동,37.54176010616265,126.9920566827956,874243
11170685,한남동,37.5375255598216,127.00517078444393,3031897
11170690,서빙고동,37.51963125792497,126.98891431424948,2821948
11170700,보광동,37.526884845377964,127.0009050415568,715096
11200520,왕십리2동,37.56145293830574,127.02772969813617,372425
11200535,왕십리도선동,37.56684945211883,127.02959934343136,710285
11200540,마장동,37.56741380833115,127.0406017762261,1035276
11200550,사근동,37.558122788998226,127.04539545601999,1169216
11200560,행당1동,37.55909004189771,127.03617196567481,573566
11200570,행당2동,37.556677186775396,127.02965190700263,457669
11200580,응봉동,37.55088267778024,127.0337236035604,553662
11200590,금호1가동,37.55358784630584,127.02497673950829,444872
11200615,금호2?3가동,37.5513993732278,127.01997401737138,631196
11200620,금호4가동,37.54538892972044,127.02415926514722,832333
11200645,옥수동,37.540848569825286,127.02058221940472,1922027
11200650,성수1가1동,37.540788741076526,127.0422619717796,1885875
11200660,성수1가2동,37.5490143598074,127.0436472117351,930086
11200670,성수2가1동,37.536350432277516,127.05530502567485,1184964
11200690,성수2가3동,37.54556632538986,127.05808421418729,1054501
11200720,송정동,37.55150820919662,127.06697246477097,681916
11200790,용답동,37.55891941552393,127.05747209575081,2377148
11215710,화양동,37.54326926538935,127.07339229382966,1166008
11215730,군자동,37.5530449035526,127.0737074372354,738025
11215740,중곡1동,37.56209737181454,127.07768909152678,614505
11215750,중곡2동,37.55891211949285,127.08457835917311,545542
11215760,중곡3동,37.567914877003595,127.08201907488169,601866
11215770,중곡4동,37.563878096235776,127.09449907328482,2313468
11215780,능동,37.55058887039526,127.08178506993116,1092105
11215810,광장동,37.54782272294704,127.10470862656273,2393761
11215820,자양1동,37.53558814490071,127.08045622273272,568868
11215830,자양2동,37.52909935606437,127.0827458629586,1657523
11230710,회기동,37.593718569706766,127.05150891260784,766917
11230720,휘경1동,37.59195627228879,127.06260410145013,521796
11230730,휘경2동,37.58663866455316,127.06582643327617,1113609
11230740,이문1동,37.59737235630449,127.06044581582486,1039602
11230750,이문2동,37.60284654638693,127.06751673938783,723890
11260520,면목2동,37.58928928012043,127.07784189317407,763122
11260540,면목4동,37.5736157956914,127.08537607090588,843466
11260550,면목5동,37.582522137682346,127.0788764183158,704936
11260565,면목본동,37.58831704664329,127.08937831220662,849019
11260570,면목7동,37.57714209472521,127.0927950997119,1236134
11260575,면목3?8동,37.58448970223218,127.09835186573734,1614117
11260580,상봉1동,37.601723750827205,127.08943964601414,854219
11260590,상봉2동,37.59432158968162,127.08401828830524,677445
11260600,중화1동,37.60259335216246,127.08307633450134,641493
11260610,중화2동,37.59918398617633,127.07503253581206,1016955
11260620,묵1동,37.61372996106674,127.08253374020212,1238436
11260630,묵2동,37.61082503349898,127.07462517776843,669204
11260655,망우본동,37.60213219711104,127.10744593079299,2948109
11260660,망우3동,37.59188302898037,127.10283411874144,962561
11260680,신내1동,37.616473193912,127.11042279893698,2606949
11260690,신내2동,37.61098427331462,127.09159130020971,911281
11290525,성북동,37.5966849155429,126.99413438628186,2879912
11290555,삼선동,37.586557329429894,127.01170699375595,926227
11320681,쌍문4동,37.65542548189623,127.03041641107438,554868
11320690,방학1동,37.66504387415013,127.04347705127039,1040857
11320700,방학2동,37.66918285777328,127.03268894171384,1092814
11320710,방학3동,37.66319351247467,127.02356270788486,1951026
11350560,월계1동,37.62188938530012,127.05823416319859,1107461
11350570,월계2동,37.63397483256615,127.05129877305738,2004785
11350580,월계3동,37.624417770080306,127.06473828267481,1168283
11350595,공릉1동,37.62421500596215,127.07255425519504,1263261
11350600,공릉2동,37.63162374762954,127.09431289674852,6983449
11350611,하계1동,37.63851207605814,127.07507206853384,1527061
11350612,하계2동,37.63504928301639,127.06496276368706,500023
11350619,중계본동,37.648631663122615,127.08601711008188,2183234
11350621,중계1동,37.650144641816766,127.0737013104592,623451
11350624,중계4동,37.65936486322478,127.08251623449821,1519449
11350665,상계3?4동,37.67577951652711,127.08422341168567,5211708
11350670,상계5동,37.66601318533669,127.06999941345407,906891
11350695,상계6?7동,37.648665731816386,127.06010209231592,1450295
11350700,상계8동,37.666526368099404,127.05350866498591,666348
11350710,상계9동,37.6676032920724,127.06218021049642,719445
11350720,상계10동,37.659721646634786,127.05838836607508,809214
11380510,녹번동,37.605307427951566,126.93457613990927,1794215
11380520,불광1동,37.616869307390246,126.93865492691033,3124927
11380530,불광2동,37.62427884144315,126.92870306420275,1396089
11380551,갈현1동,37.62519759123377,126.91473488632758,961071
11380552,갈현2동,37.617979013946865,126.91245511588517,985165
11380560,구산동,37.611064504480815,126.90731000319286,1389775
11380570,대조동,37.61225618022568,126.92315350861104,851692
11380580,응암1동,37.59834737843492,126.92706321251218,1109863
11380590,응암2동,37.59209184653542,126.92289117509014,755247
11380600,응암3동,37.58892575451909,126.91755026855205,752773
11380625,역촌동,37.60457388799247,126.91462253445145,1157542
11380631,신사1동,37.59913633076466,126.90850249307356,808314
11380632,신사2동,37.592854615391595,126.90620029351606,1046222
11380640,증산동,37.58413280264273,126.90593951784857,807409
11380650,수색동,37.58559178366748,126.89453653524302,1290258
11380690,진관동,37.639681845341414,126.93782040730473,11565110
11410520,천연동,37.57132315392149,126.95665672530488,982817
11410555,북아현동,37.55929424518772,126.95502259620307,458945
11410565,충현동,37.5639445956383,126.95831351907644,1116001
11410585,신촌동,37.564072647477865,126.94157317998902,2720364
11410615,연희동,37.572230995998346,126.9327939053264,2929172
11410620,홍제1동,37.58340031222398,126.94432054000058,1235632
11410640,홍제3동,37.592395480919414,126.95173035658189,1192508
11410655,홍제2동,37.584385976342816,126.95251672697694,699978
11410660,홍은1동,37.60054737302956,126.9468896728921,1615140
11410685,홍은2동,37.58716909584781,126.93213511532542,2075085
11410690,남가좌1동,37.5718149913034,126.9162786769141,475536
11410700,남가좌2동,37.577927216905486,126.92134352287883,783775
11410710,북가좌1동,37.57541288721553,126.90810135396329,577979
11410720,북가좌2동,37.581174197065444,126.91333600028541,824866
11440555,아현동,37.551833089790314,126.95272977223213,744328
11440565,공덕동,37.54932127827433,126.95794822293418,1019197
11440585,도화동,37.538640956435955,126.94910605233989,625018
11350625,중계2?3동,37.64343693097218,127.06589918224572,919083
11350630,상계1동,37.683386860842326,127.06511826338297,5402614
11350640,상계2동,37.656653674401156,127.06710079288861,623125
11440700,망원2동,37.55899031399904,126.90017638433787,676411
11440710,연남동,37.563015878489466,126.92154029818883,647438
11440720,성산1동,37.56199991897573,126.91184156004186,859254
11440730,성산2동,37.56832613063575,126.90196369221974,1978724
11440740,상암동,37.57072942215392,126.87989855888374,8402415
11470510,목1동,37.52752088177435,126.8744357571103,1433111
11470520,목2동,37.54363060277917,126.87428427264103,1021355
11470530,목3동,37.54517069417376,126.86554590848546,531850
11320512,창2동,37.642512582863006,127.03676757307781,654442
11320513,창3동,37.63729423171835,127.0417274267324,655485
11320514,창4동,37.65271546809183,127.05091503929981,1140172
11320515,창5동,37.655367583048815,127.04279145964306,701480
11320521,도봉1동,37.68532087610572,127.02680076230415,8451468
11320522,도봉2동,37.68125086263296,127.04770365637533,1119031
11320660,쌍문1동,37.65306721503059,127.01951393584567,1175774
11320670,쌍문2동,37.65710846171442,127.03692209518749,541193
11320680,쌍문3동,37.64765896613047,127.03058321327215,504805
11500550,화곡2동,37.532264149877726,126.85437971009935,454621
11500604,가양2동,37.566772338493486,126.85435783656128,823874
11470540,목4동,37.53535139766359,126.86695519731316,577493
11470550,목5동,37.53605001799943,126.879886311553,1766361
11470560,신월1동,37.53126487272668,126.83449222083617,622400
11470570,신월2동,37.52342414120445,126.846331090338,606811
11470580,신월3동,37.5324441338088,126.82746371641082,918039
11470590,신월4동,37.522154130799024,126.83985175060229,469873
11470600,신월5동,37.54089837345779,126.82943569861497,638302
11470610,신월6동,37.515985373747085,126.84216114046095,444286
11470611,신월7동,37.51905079452027,126.83060531087266,1230628
11470620,신정1동,37.51890869706325,126.85966565751397,747568
11470630,신정2동,37.519403228693896,126.87478871746364,525899
11470640,신정3동,37.51180329044341,126.8410954280885,2756536
11500560,화곡3동,37.54399573251715,126.83430566241293,521858
11500570,화곡4동,37.53608050018333,126.85859256040077,852049
11500590,화곡본동,37.54263577210747,126.84811344518943,972735
11500591,화곡6동,37.551721800346826,126.85122975169051,1037911
11500593,화곡8동,37.53426633689339,126.84877532554383,593322
11500603,가양1동,37.57165686791526,126.83469719178287,4970691
11440590,용강동,37.54152999419625,126.94221311320157,790602
11440600,대흥동,37.552053322483815,126.94152597994783,858570
11440610,염리동,37.54987575053771,126.94758200437364,491468
11440630,신수동,37.545652709609676,126.93479804705561,797879
11440655,서강동,37.546728739512844,126.92602719784018,1478577
11440660,서교동,37.55474432506864,126.92093784067974,1678981
11440680,합정동,37.546960085753625,126.90896236646482,1712389
11440690,망원1동,37.55362001265407,126.8997534996997,1101005
11470650,신정4동,37.52541147992759,126.85761717556312,997144
11470670,신정6동,37.515883893266725,126.86977235769862,940885
11470680,신정7동,37.50987831468797,126.86540565002163,1234130
11500510,염창동,37.554539029008225,126.8718101199864,1732856
11500520,등촌1동,37.5558586260921,126.85960771313442,650741
11650600,방배1동,37.48487992592322,126.99625748803622,689244
11650610,방배2동,37.465399968712596,126.99344382591029,1904030
11650620,방배3동,37.47437419914072,126.99791986162606,2375134
11650621,방배4동,37.489835184939245,126.99097667124698,949527
11650651,양재1동,37.46949760980856,127.0224956870398,5765358
11650652,양재2동,37.45114628839234,127.04574888856544,7562268
11650660,내곡동,37.45585534760794,127.07062814160918,12708880
11680510,신사동,37.52608123258473,127.02018221010985,2059234
11530770,오류1동,37.49686537587968,126.84164727524184,727414
11530780,오류2동,37.48530113183162,126.83844926710196,3061018
11530790,수궁동,37.498438167683105,126.82601531115783,2661352
11530800,항동,37.481037633340605,126.82459717918117,1446941
11545510,가산동,37.47665969748202,126.88379136072042,2512852
11545610,독산1동,37.464306073652146,126.89249163153225,2061921
11545620,독산2동,37.463945532589655,126.90273314117329,617174
11545630,독산3동,37.475786335835906,126.90460578412556,934985
11545640,독산4동,37.46917250828416,126.90409419084799,591045
11545670,시흥1동,37.45241042141484,126.90014866846398,1524148
11545680,시흥2동,37.450902696208864,126.9198266936059,1308882
11545690,시흥3동,37.44008033489764,126.90599582012102,1261391
11545700,시흥4동,37.46006739908837,126.90930517370276,821709
11545710,시흥5동,37.44746453361467,126.91236037124507,1386972
11560515,영등포본동,37.51367754120802,126.90953442700886,846370
11560535,영등포동,37.52159586265854,126.90760179056505,1372094
11560540,여의동,37.528503008419,126.92846623759736,8437543
11560550,당산1동,37.52390248030469,126.89678413399021,745305
11560560,당산2동,37.53410656554908,126.90237055498301,1581310
11560585,도림동,37.50911124604306,126.90055953404418,585885
11560605,문래동,37.516527137234625,126.89105938739388,1786708
11560610,양평1동,37.52546099340308,126.88671359553449,974912
11560620,양평2동,37.54350267668598,126.8905901573037,2874596
11560630,신길1동,37.51243234306483,126.91947815339368,722925
11560650,신길3동,37.50624131847006,126.90577720449866,520083
11560660,신길4동,37.50723791646705,126.91293521370747,292127
11560670,신길5동,37.50096121617549,126.90551242130992,494653
11560680,신길6동,37.49902115324461,126.9134875775257,653511
11560690,신길7동,37.505981248098756,126.91962080109202,642487
11560700,대림1동,37.493680848732666,126.90521627760396,498978
11560710,대림2동,37.48962244423952,126.90050622284807,572540
11560720,대림3동,37.49999916114727,126.89714500493702,921696
11590510,노량진1동,37.51223251814658,126.94895432734992,1613446
11590520,노량진2동,37.51095676265954,126.93781424178613,600568
11590530,상도1동,37.498385877158825,126.95332891920636,1488648
11590540,상도2동,37.503705716178196,126.94182382625156,772865
11590550,상도3동,37.497565150649656,126.93292872734753,637199
11590560,상도4동,37.49742513371455,126.94067522441907,939562
11590605,흑석동,37.50542591563825,126.96223664344198,1708306
11590620,사당1동,37.47978714539723,126.97751253465732,635172
11590630,사당2동,37.497194075713516,126.97482719240735,2763201
11590640,사당3동,37.48875075469879,126.97097424833211,907684
11590650,사당4동,37.48054251560181,126.97076260910686,436148
11590651,사당5동,37.485802827843905,126.96496015994484,682199
11590660,대방동,37.506905705490965,126.92804576078878,1544903
11590670,신대방1동,37.489981960119756,126.91067114142443,675281
11590680,신대방2동,37.494557884351316,126.92169112647885,977033
11620525,보라매동,37.490392972232215,126.93264114549761,750225
11620545,청림동,37.48955828055496,126.95948563044138,297155
11620565,성현동,37.489546076685116,126.95105032779048,678223
11620575,행운동,37.48097203245596,126.9605530395309,718235
11620585,낙성대동,37.467690907633475,126.959847861211,2262818
11620595,청룡동,37.47805593186479,126.94581200028095,1195604
11620605,은천동,37.48700118580526,126.9420968434686,776212
11620615,중앙동,37.48414887531802,126.95065811919062,384728
11620625,인헌동,37.469702529719356,126.96755638312827,1089078
11620630,남현동,37.464109612444176,126.97776590908879,3281024
11620645,서원동,37.48059940305609,126.93332829985852,647532
11620655,신원동,37.479397081397735,126.92661369063258,544977
11620665,서림동,37.47286405812275,126.94149728796596,941252
11620685,신사동,37.48582505042902,126.91862478687251,641031
11620695,신림동,37.48713708947788,126.92717147096998,541240
11620715,난향동,37.46150672535611,126.91852681304233,821397
11620725,조원동,37.48282539513199,126.90734428329348,666607
11620735,대학동,37.45290991716115,126.94851999048207,8405183
11620745,삼성동,37.46084738317156,126.9300905593057,2604386
11620765,미성동,37.475929758906666,126.91547002444884,1359429
11620775,난곡동,37.47063574010427,126.92113955771755,972373
11650510,서초1동,37.48693257364956,127.02010383171127,1382685
11500605,가양3동,37.56079786970286,126.86111507604798,474228
11500611,발산1동,37.55050591840841,126.8252606243117,2887669
11500615,우장산동,37.550609421333775,126.8411262444883,1261588
11500620,공항동,37.55581753376041,126.79462340376412,10861768
11500630,방화1동,37.56860431514874,126.81757781779172,1475606
11500640,방화2동,37.58271016973055,126.80402559812032,6157541
11500641,방화3동,37.5821192354174,126.8175901318185,2558908
11530510,신도림동,37.51003138664776,126.88217879953199,1392788
11530520,구로1동,37.493139588613694,126.8753979707312,1008892
11530530,구로2동,37.496874432896426,126.87991515923407,1703350
11530540,구로3동,37.484869293515956,126.89491572157205,1040120
11530550,구로4동,37.491604637847516,126.89030405609384,524507
11530560,구로5동,37.50199159469519,126.88854723628783,1012473
11530595,가리봉동,37.48269156337733,126.88805581858973,410996
11530720,고척1동,37.50070413514469,126.8637031420373,1151238
11530730,고척2동,37.50589068275934,126.85346961648177,1025572
11530740,개봉1동,37.50000165460349,126.84912717835932,1320319
11530750,개봉2동,37.4925685083559,126.85648091405727,782524
11530760,개봉3동,37.48653551692018,126.85221843930331,828418
11500530,등촌2동,37.54584002476165,126.86002255940238,910666
11500535,등촌3동,37.56120284670085,126.84619694088194,1060362
11500540,화곡1동,37.53377849250594,126.8409243599755,1197746
11650540,잠원동,37.51708125203908,127.01273679325406,1756867
11650550,반포본동,37.50421493946561,126.98755944235896,972536
11650560,반포1동,37.50552987327867,127.01676111796128,992368
11650570,반포2동,37.50722488308,126.99596231145483,1396031
11650580,반포3동,37.512324571199464,127.00398140914186,1251708
11650581,반포4동,37.49954833655945,127.00335874152435,1427141
11650590,방배본동,37.49505172455024,126.98773058570703,677510
11710562,방이2동,37.513242816212546,127.11389003666461,769841
11710566,오륜동,37.51742613125331,127.12883899753022,3085088
11710570,오금동,37.50400442081414,127.13401832661899,1648868
11710580,송파1동,37.50718240617835,127.11036340656342,686925
11680521,논현1동,37.511871163299844,127.02650109404793,1258744
11680531,논현2동,37.51523834181583,127.03620734636495,1458524
11680545,압구정동,37.52975405970077,127.03431370176712,2345057
11680565,청담동,37.524396311018045,127.05046570173896,2329217
11680580,삼성1동,37.51530032427762,127.06079807607483,1944629
11680590,삼성2동,37.51185505709333,127.04877195494672,1242271
11680600,대치1동,37.49336170843875,127.05909540225716,809823
11680610,대치2동,37.50098976619122,127.06566069711207,1837367
11710520,풍납2동,37.530169019198894,127.10816850458947,2564554
11710531,거여1동,37.49475094645482,127.14186096238517,522308
11710532,거여2동,37.49212110872781,127.14830141427723,612901
11710540,마천1동,37.49531876462369,127.15600865243684,575258
11710550,마천2동,37.50053353499824,127.1506477111596,890688
11710561,방이1동,37.50985547965046,127.12245820534145,609259
11650520,서초2동,37.488832115109155,127.02790636262979,1230924
11650530,서초3동,37.485519323031596,127.00945246725921,2998572
11650531,서초4동,37.498943048639326,127.019813022298,879773
11680630,대치4동,37.50156295622019,127.05475913388135,701081
11680640,역삼1동,37.500840499235316,127.03549922946769,2362133
11680650,역삼2동,37.498485675915795,127.04489567185155,1135029
11680655,도곡1동,37.48889136331354,127.04101152997734,1050609
11680656,도곡2동,37.48549151388994,127.04901486736784,990763
11680660,개포1동,37.47778161565642,127.06232784199904,1449952
11680670,개포2동,37.484670615998134,127.06901579411922,2243338
11680690,개포4동,37.47533523897235,127.05340597354183,1665461
11680700,세곡동,37.47066106826317,127.10430698125876,6367772
11710590,송파2동,37.50285118895995,127.11700695012969,631023
11710600,석촌동,37.50272950941379,127.1025081499752,946914
11710632,가락2동,37.49585396191583,127.13076957846668,932311
11710641,문정1동,37.488442895397405,127.12690089911081,612546
11710642,문정2동,37.48119785867748,127.11914395257529,2242033
11710646,장지동,37.48297775415758,127.13150466192289,1278355
11710647,위례동,37.48121019018826,127.14070474690847,2537372
11710650,잠실본동,37.505988713144895,127.08261855968016,1028997
11710670,잠실2동,37.51742470319824,127.07933949383688,2686850
11710680,잠실3동,37.51389983804155,127.09424373378849,1542643
11710690,잠실4동,37.52069857640795,127.10916160670861,780204
11710710,잠실6동,37.51977009676447,127.09946592122714,1508001
11710720,잠실7동,37.50731897355745,127.07388865677532,723486
11740515,강일동,37.56354400949654,127.17428312632684,3647520
11740520,상일동,37.55065532184495,127.16482638430625,1813623
11740530,명일1동,37.55034679414935,127.14594969313026,634942
11740540,명일2동,37.54823687154235,127.15428564477767,914329
11740550,고덕1동,37.561711098625906,127.15094058086898,1518495
11740560,고덕2동,37.56497604216885,127.16201692163283,2206786
11740570,암사1동,37.551846934328324,127.13459056861635,735480
11740580,암사2동,37.55703058080124,127.12368975590155,2174329
11740590,암사3동,37.5611855898297,127.13863664336331,1799368
11740600,천호1동,37.54632824439575,127.13855254398837,668998
11740610,천호2동,37.544995001700855,127.12200645292198,1850853
11740620,천호3동,37.539693927057975,127.13330144701196,561872
11710610,삼전동,37.501900312956664,127.09188763577404,953338
11710620,가락본동,37.497016985361284,127.12165695132245,1014738
11710631,가락1동,37.49519195414569,127.10827635341148,1393228
11680720,일원본동,37.48230888982903,127.08454846775311,2354625
11680730,일원1동,37.49346892284447,127.08924254756423,953471
11680740,일원2동,37.49628746986969,127.07883086584854,1300290
11680750,수서동,37.48691887050256,127.10014599671102,1629403
11710510,풍납1동,37.5384340752653,127.1146637991839,1075294
11740690,둔촌1동,37.52306221389546,127.14042130885898,912178
11740700,둔촌2동,37.531307071589495,127.14724759874731,1550455
11740640,성내1동,37.52869220538448,127.12554357971965,663675
11740650,성내2동,37.534402234876005,127.12770283898251,625147
11740660,성내3동,37.528349806222344,127.1337677263742,647356
11740685,길동,37.53969697581689,127.14596287718913,1631616
